ZCTA5,CBSA,MEMI,POPPT,HUPT,AREAPT,AREALANDPT,ZPOP,ZHU,ZAREA,ZAREALAND,MPOP,MHU,MAREA,MAREALAND,ZPOPPCT,ZHUPCT,ZAREAPCT,ZAREALANDPCT,MPOPPCT,MHUPCT,MAREAPCT,MAREALANDPCT
38201,32280,2,1578,733,97828540,97806708,10093,4475,367571983,366955431,35021,15495,1506815003,1503135455,15.63,16.38,26.61,26.65,4.51,4.73,6.49,6.51
38201,37540,2,615,262,50083220,49966014,10093,4475,367571983,366955431,32330,17054,1536941222,1455823082,6.09,5.85,13.63,13.62,1.9,1.54,3.26,3.43
38220,26480,2,147,68,25911813,25814949,1849,880,101275251,101132209,49683,21999,1563448020,1561094821,7.95,7.73,25.59,25.53,.3,.31,1.66,1.65
38222,37540,2,2629,1620,201212749,182625741,2629,1620,201212749,182625741,32330,17054,1536941222,1455823082,100,100,100,100,8.13,9.5,13.09,12.54
38224,32280,2,52,25,12562431,12562431,956,404,145596040,145146650,35021,15495,1506815003,1503135455,5.44,6.19,8.63,8.65,.15,.16,.83,.84
38224,37540,2,904,379,133033609,132584219,956,404,145596040,145146650,32330,17054,1536941222,1455823082,94.56,93.81,91.37,91.35,2.8,2.22,8.66,9.11
38225,32280,2,6283,2838,287018484,285765200,6283,2838,287018484,285765200,35021,15495,1506815003,1503135455,100,100,100,100,17.94,18.32,19.05,19.01
38226,32280,2,345,170,60960802,60941272,345,170,60960802,60941272,35021,15495,1506815003,1503135455,100,100,100,100,.99,1.1,4.05,4.05
38229,32280,2,2931,1332,155679990,155577448,2931,1332,155679990,155577448,35021,15495,1506815003,1503135455,100,100,100,100,8.37,8.6,10.33,10.35
38230,32280,2,3736,1706,222874159,222573167,3736,1706,222874159,222573167,35021,15495,1506815003,1503135455,100,100,100,100,10.67,11.01,14.79,14.81
38231,37540,2,1664,758,137061755,136848397,1664,758,137061755,136848397,32330,17054,1536941222,1455823082,100,100,100,100,5.15,4.44,8.92,9.4
38232,46460,2,1998,1062,137982913,132377988,1998,1062,137982913,132377988,38620,18031,2036054965,1943091392,100,100,100,100,5.17,5.89,6.78,6.81
38233,26480,2,1543,696,131603700,131572316,2852,1320,247437277,246524894,49683,21999,1563448020,1561094821,54.1,52.73,53.19,53.37,3.11,3.16,8.42,8.43
38233,46460,2,1309,624,115833577,114952578,2852,1320,247437277,246524894,38620,18031,2036054965,1943091392,45.9,47.27,46.81,46.63,3.39,3.46,5.69,5.92
38236,37540,2,662,297,94591405,94591405,662,297,94591405,94591405,32330,17054,1536941222,1455823082,100,100,100,100,2.05,1.74,6.15,6.5
38237,32280,2,16627,7022,338213676,337568139,16627,7022,338213676,337568139,35021,15495,1506815003,1503135455,100,100,100,100,47.48,45.32,22.45,22.46
38240,20540,2,78,31,23319780,23211363,2259,1039,225580417,225100456,38335,16703,1363700975,1326920403,3.45,2.98,10.34,10.31,.2,.19,1.71,1.75
38240,46460,2,2181,1008,202260637,201889093,2259,1039,225580417,225100456,38620,18031,2036054965,1943091392,96.55,97.02,89.66,89.69,5.65,5.59,9.93,10.39
38241,32280,2,898,463,170582565,170539289,898,463,170582565,170539289,35021,15495,1506815003,1503135455,100,100,100,100,2.56,2.99,11.32,11.35
38242,32280,2,135,59,20743910,19893470,20151,9420,480444229,477839646,35021,15495,1506815003,1503135455,.67,.63,4.32,4.16,.39,.38,1.38,1.32
38242,37540,2,20016,9361,459700319,457946176,20151,9420,480444229,477839646,32330,17054,1536941222,1455823082,99.33,99.37,95.68,95.84,61.91,54.89,29.91,31.46
38251,37540,2,2751,1306,231368817,231194544,2751,1306,231368817,231194544,32330,17054,1536941222,1455823082,100,100,100,100,8.51,7.66,15.05,15.88
38253,46460,2,1156,484,140574726,138115678,1156,484,140574726,138115678,38620,18031,2036054965,1943091392,100,100,100,100,2.99,2.68,6.9,7.11
38254,46460,2,85,37,1752803,1752803,85,37,1752803,1752803,38620,18031,2036054965,1943091392,100,100,100,100,.22,.21,.09,.09
38255,32280,2,2299,1080,122163284,121772954,2299,1080,122163284,121772954,35021,15495,1506815003,1503135455,100,100,100,100,6.56,6.97,8.11,8.1
38256,37540,2,3089,3071,211742026,151955548,3089,3071,211742026,151955548,32330,17054,1536941222,1455823082,100,100,100,100,9.55,18.01,13.78,10.44
38257,32280,2,137,67,18187162,18135377,4397,2118,141654112,141525608,35021,15495,1506815003,1503135455,3.12,3.16,12.84,12.81,.39,.43,1.21,1.21
38257,46460,2,4260,2051,123466950,123390231,4397,2118,141654112,141525608,38620,18031,2036054965,1943091392,96.88,96.84,87.16,87.19,11.03,11.37,6.06,6.35
38259,20540,2,789,368,28401886,28388833,860,405,72673361,72297067,38335,16703,1363700975,1326920403,91.74,90.86,39.08,39.27,2.06,2.2,2.08,2.14
38259,26480,2,23,12,6196935,6196935,860,405,72673361,72297067,49683,21999,1563448020,1561094821,2.67,2.96,8.53,8.57,.05,.05,.4,.4
38259,46460,2,48,25,38074540,37711299,860,405,72673361,72297067,38620,18031,2036054965,1943091392,5.58,6.17,52.39,52.16,.12,.14,1.87,1.94
38260,46460,2,3804,1613,170585629,170244691,3804,1613,170585629,170244691,38620,18031,2036054965,1943091392,100,100,100,100,9.85,8.95,8.38,8.76
38261,46460,2,16919,7731,500321931,482503271,16919,7731,500321931,482503271,38620,18031,2036054965,1943091392,100,100,100,100,43.81,42.88,24.57,24.83
38301,27180,1,36613,15910,428001096,427383355,36613,15910,428001096,427383355,115425,48857,2187463106,2182978552,100,100,100,100,31.72,32.56,19.57,19.58
38305,27180,1,49658,20783,328721788,326203279,49808,20851,337588859,335070350,115425,48857,2187463106,2182978552,99.7,99.67,97.37,97.35,43.02,42.54,15.03,14.94
38313,27180,1,2531,1118,146985187,146899673,3204,1374,188387664,188302150,115425,48857,2187463106,2182978552,79,81.37,78.02,78.01,2.19,2.29,6.72,6.73
38315,27180,1,248,122,26224014,26224014,3876,1750,288943637,288810500,115425,48857,2187463106,2182978552,6.4,6.97,9.08,9.08,.21,.25,1.2,1.2
38316,26480,2,2917,1305,165479075,165201516,2917,1305,165479075,165201516,49683,21999,1563448020,1561094821,100,100,100,100,5.87,5.93,10.58,10.58
38330,26480,2,4404,1900,180403267,180374607,4404,1900,180403267,180374607,49683,21999,1563448020,1561094821,100,100,100,100,8.86,8.64,11.54,11.55
38332,27180,1,1016,495,117878826,117878826,1120,547,139319415,139319415,115425,48857,2187463106,2182978552,90.71,90.49,84.61,84.61,.88,1.01,5.39,5.4
38334,27180,1,716,312,35314059,35302110,1911,867,122601151,122522966,115425,48857,2187463106,2182978552,37.47,35.99,28.8,28.81,.62,.64,1.61,1.62
38340,27180,1,12653,4957,407815146,407445702,12935,5117,460946508,460546810,115425,48857,2187463106,2182978552,97.82,96.87,88.47,88.47,10.96,10.15,18.64,18.66
38343,26480,2,12237,5604,216549363,216435306,15619,7037,359392897,358830109,49683,21999,1563448020,1561094821,78.35,79.64,60.25,60.32,24.63,25.47,13.85,13.86
38343,27180,1,2403,1009,62550842,62433995,15619,7037,359392897,358830109,115425,48857,2187463106,2182978552,15.39,14.34,17.4,17.4,2.08,2.07,2.86,2.86
38347,27180,1,270,123,10504317,10504317,270,123,10504317,10504317,115425,48857,2187463106,2182978552,100,100,100,100,.23,.25,.48,.48
38351,27180,1,24,9,2628688,2628688,17603,8110,558623459,545675852,115425,48857,2187463106,2182978552,.14,.11,.47,.48,.02,.02,.12,.12
38352,27180,1,386,167,31663758,31627639,494,216,49512959,49452437,115425,48857,2187463106,2182978552,78.14,77.31,63.95,63.96,.33,.34,1.45,1.45
38355,26480,2,4652,1733,35827991,35750938,5882,2263,97273730,97171449,49683,21999,1563448020,1561094821,79.09,76.58,36.83,36.79,9.36,7.88,2.29,2.29
38355,27180,1,1230,530,61445739,61420511,5882,2263,97273730,97171449,115425,48857,2187463106,2182978552,20.91,23.42,63.17,63.21,1.07,1.08,2.81,2.81
38356,27180,1,1666,723,111746454,111533930,2193,982,187345912,186818043,115425,48857,2187463106,2182978552,75.97,73.63,59.65,59.7,1.44,1.48,5.11,5.11
38358,26480,2,12121,5378,215142879,213900148,12121,5378,215142879,213900148,49683,21999,1563448020,1561094821,100,100,100,100,24.4,24.45,13.76,13.7
38359,27180,1,16,8,671136,671136,278,151,15121612,15121612,115425,48857,2187463106,2182978552,5.76,5.3,4.44,4.44,.01,.02,.03,.03
38362,27180,1,1145,452,21582826,21582826,1145,452,21582826,21582826,115425,48857,2187463106,2182978552,100,100,100,100,.99,.93,.99,.99
38366,27180,1,2267,965,119674620,119400014,2267,965,119674620,119400014,115425,48857,2187463106,2182978552,100,100,100,100,1.96,1.98,5.47,5.47
38368,27180,1,472,218,21903695,21892934,1985,898,139775071,139739331,115425,48857,2187463106,2182978552,23.78,24.28,15.67,15.67,.41,.45,1,1
38369,26480,2,1887,877,100448164,100398328,1887,877,100448164,100398328,49683,21999,1563448020,1561094821,100,100,100,100,3.8,3.99,6.42,6.43
38382,26480,2,9515,4305,450419206,449984151,9515,4305,450419206,449984151,49683,21999,1563448020,1561094821,100,100,100,100,19.15,19.57,28.81,28.82
38391,27180,1,1174,515,159493843,159441954,1174,515,159493843,159441954,115425,48857,2187463106,2182978552,100,100,100,100,1.02,1.05,7.29,7.3
38392,27180,1,693,328,73355132,73201709,776,371,87838330,87679708,115425,48857,2187463106,2182978552,89.3,88.41,83.51,83.49,.6,.67,3.35,3.35
38401,17940,2,53929,23709,754272441,748672773,54469,23943,784483548,778875345,80956,35254,1594340444,1588021250,99.01,99.02,96.15,96.12,66.62,67.25,47.31,47.15
38401,30280,2,415,172,13751356,13751356,54469,23943,784483548,778875345,30617,13119,974238933,972437127,.76,.72,1.75,1.77,1.36,1.31,1.41,1.41
38401,34980,1,125,62,16459751,16451216,54469,23943,784483548,778875345,1589934,667655,14925049177,14733539303,.23,.26,2.1,2.11,.01,.01,.11,.11
38451,17940,2,4296,1726,169731617,169695105,4814,1968,209670811,209634299,80956,35254,1594340444,1588021250,89.24,87.7,80.95,80.95,5.31,4.9,10.65,10.69
38451,30280,2,434,178,37434088,37434088,4814,1968,209670811,209634299,30617,13119,974238933,972437127,9.02,9.04,17.85,17.86,1.42,1.36,3.84,3.85
38454,34980,1,1208,548,158367094,158367094,1208,548,158367094,158367094,1589934,667655,14925049177,14733539303,100,100,100,100,.08,.08,1.06,1.07
38456,29980,2,3843,1359,135890539,135890539,4559,1657,187902675,187902675,41869,18177,1600584914,1598355330,84.29,82.02,72.32,72.32,9.18,7.48,8.49,8.5
38457,29980,2,808,372,70437925,70437925,808,372,70437925,70437925,41869,18177,1600584914,1598355330,100,100,100,100,1.93,2.05,4.4,4.41
38461,17940,2,832,337,73713418,73713418,1379,600,181336848,181336848,80956,35254,1594340444,1588021250,60.33,56.17,40.65,40.65,1.03,.96,4.62,4.64
38462,34980,1,55,22,13589343,13589343,10297,4597,514095605,513482286,1589934,667655,14925049177,14733539303,.53,.48,2.64,2.65,0,0,.09,.09
38463,29980,2,783,361,63265333,63065283,2817,1226,293409741,293175865,41869,18177,1600584914,1598355330,27.8,29.45,21.56,21.51,1.87,1.99,3.95,3.95
38464,29980,2,21211,9547,592463836,590647312,22293,10036,725468109,723625302,41869,18177,1600584914,1598355330,95.15,95.13,81.67,81.62,50.66,52.52,37.02,36.95
38468,29980,2,5030,2180,237466253,237422932,5201,2254,255212304,255168983,41869,18177,1600584914,1598355330,96.71,96.72,93.05,93.05,12.01,11.99,14.84,14.85
38469,29980,2,4092,1783,175426556,175363647,4092,1783,175426556,175363647,41869,18177,1600584914,1598355330,100,100,100,100,9.77,9.81,10.96,10.97
38472,30280,2,60,30,7855557,7855557,2656,1193,257355477,257355477,30617,13119,974238933,972437127,2.26,2.51,3.05,3.05,.2,.23,.81,.81
38474,17940,2,7499,3322,240670738,240274869,7802,3453,281378130,280982261,80956,35254,1594340444,1588021250,96.12,96.21,85.53,85.51,9.26,9.42,15.1,15.13
38474,29980,2,119,46,2151063,2151063,7802,3453,281378130,280982261,41869,18177,1600584914,1598355330,1.53,1.33,.76,.77,.28,.25,.13,.13
38476,17940,2,223,106,20487855,20487855,1228,534,108032528,108032528,80956,35254,1594340444,1588021250,18.16,19.85,18.96,18.96,.28,.3,1.29,1.29
38476,34980,1,1005,428,87544673,87544673,1228,534,108032528,108032528,1589934,667655,14925049177,14733539303,81.84,80.15,81.04,81.04,.06,.06,.59,.59
38481,29980,2,896,458,30219597,30219597,896,458,30219597,30219597,41869,18177,1600584914,1598355330,100,100,100,100,2.14,2.52,1.89,1.89
38482,17940,2,1535,669,111243462,111232421,1535,669,111243462,111232421,80956,35254,1594340444,1588021250,100,100,100,100,1.9,1.9,6.98,7
38483,17940,2,113,47,2296523,2296523,5663,2296,253245895,252718790,80956,35254,1594340444,1588021250,2,2.05,.91,.91,.14,.13,.14,.14
38483,29980,2,4220,1652,142938912,142832132,5663,2296,253245895,252718790,41869,18177,1600584914,1598355330,74.52,71.95,56.44,56.52,10.08,9.09,8.93,8.94
38486,29980,2,867,419,150324900,150324900,967,466,185115543,185115543,41869,18177,1600584914,1598355330,89.66,89.91,81.21,81.21,2.07,2.31,9.39,9.4
38487,17940,2,846,366,85377171,85320087,1057,453,126337531,126243619,80956,35254,1594340444,1588021250,80.04,80.79,67.58,67.58,1.05,1.04,5.36,5.37
38487,34980,1,211,87,40960360,40923532,1057,453,126337531,126243619,1589934,667655,14925049177,14733539303,19.96,19.21,32.42,32.42,.01,.01,.27,.28
38501,18260,2,36687,17203,231300200,230838825,36687,17203,231300200,230838825,106042,48020,2996416920,2960112930,100,100,100,100,34.6,35.82,7.72,7.8
38505,18260,2,1806,0,344150,344150,1806,0,344150,344150,106042,48020,2996416920,2960112930,100,0,100,100,1.7,0,.01,.01
38506,18260,2,25742,10963,402407777,402018267,26521,11306,421108797,420719287,106042,48020,2996416920,2960112930,97.06,96.97,95.56,95.55,24.28,22.83,13.43,13.58
38541,18260,2,1061,520,66586282,65393881,1613,860,155902362,132124799,106042,48020,2996416920,2960112930,65.78,60.47,42.71,49.49,1,1.08,2.22,2.21
38542,18260,2,22,22,8002521,8002521,22,22,8002521,8002521,106042,48020,2996416920,2960112930,100,100,100,100,.02,.05,.27,.27
38543,18260,2,465,265,110391796,110178040,560,338,123274810,122670578,106042,48020,2996416920,2960112930,83.04,78.4,89.55,89.82,.44,.55,3.68,3.72
38544,18260,2,6284,2910,196990496,195461950,6543,3149,222378761,214740909,106042,48020,2996416920,2960112930,96.04,92.41,88.58,91.02,5.93,6.06,6.57,6.6
38545,18260,2,1474,646,63929976,63929976,1474,646,63929976,63929976,106042,48020,2996416920,2960112930,100,100,100,100,1.39,1.35,2.13,2.16
38547,34980,1,1975,829,85013047,84893560,1975,829,85013047,84893560,1589934,667655,14925049177,14733539303,100,100,100,100,.12,.12,.57,.58
38548,18260,2,450,229,46150316,46111478,731,362,69995650,69682597,106042,48020,2996416920,2960112930,61.56,63.26,65.93,66.17,.42,.48,1.54,1.56
38548,34980,1,281,133,23845334,23571119,731,362,69995650,69682597,1589934,667655,14925049177,14733539303,38.44,36.74,34.07,33.83,.02,.02,.16,.16
38551,18260,2,27,14,5586557,5586557,4106,2284,275875827,240393192,106042,48020,2996416920,2960112930,.66,.61,2.03,2.32,.03,.03,.19,.19
38552,34980,1,275,141,17185340,16397134,275,141,17185340,16397134,1589934,667655,14925049177,14733539303,100,100,100,100,.02,.02,.12,.11
38554,18260,2,827,474,83480287,83480287,827,474,83480287,83480287,106042,48020,2996416920,2960112930,100,100,100,100,.78,.99,2.79,2.82
38555,18900,2,18809,8922,252207538,251253427,18809,8922,252207538,251253427,56053,28151,1773673501,1763847584,100,100,100,100,33.56,31.69,14.22,14.24
38558,18900,2,6970,4679,60175103,58187602,6970,4679,60175103,58187602,56053,28151,1773673501,1763847584,100,100,100,100,12.43,16.62,3.39,3.3
38560,34980,1,1425,648,98083185,88042071,1425,648,98083185,88042071,1589934,667655,14925049177,14733539303,100,100,100,100,.09,.1,.66,.6
38562,18260,2,6554,3297,377598462,354081611,6554,3297,377598462,354081611,106042,48020,2996416920,2960112930,100,100,100,100,6.18,6.87,12.6,11.96
38563,34980,1,2330,1029,82237963,82108924,2330,1029,82237963,82108924,1589934,667655,14925049177,14733539303,100,100,100,100,.15,.15,.55,.56
38564,18260,2,453,324,77879964,73737231,453,324,77879964,73737231,106042,48020,2996416920,2960112930,100,100,100,100,.43,.67,2.6,2.49
38567,34980,1,744,341,49968246,49733368,784,359,56663157,56428279,1589934,667655,14925049177,14733539303,94.9,94.99,88.18,88.14,.05,.05,.33,.34
38568,18260,2,1625,825,131374637,131154518,2034,1093,190786882,190566763,106042,48020,2996416920,2960112930,79.89,75.48,68.86,68.82,1.53,1.72,4.38,4.43
38569,34980,1,252,112,18817251,18131707,363,319,45888326,40518349,1589934,667655,14925049177,14733539303,69.42,35.11,41.01,44.75,.02,.02,.13,.12
38570,18260,2,9898,4536,276949413,276714588,9898,4536,276949413,276714588,106042,48020,2996416920,2960112930,100,100,100,100,9.33,9.45,9.24,9.35
38571,18900,2,13848,6153,588092653,585685486,13848,6153,588092653,585685486,56053,28151,1773673501,1763847584,100,100,100,100,24.71,21.86,33.16,33.2
38572,18900,2,10523,5484,380440498,376831209,10649,5543,404256232,400646943,56053,28151,1773673501,1763847584,98.82,98.94,94.11,94.06,18.77,19.48,21.45,21.36
38573,18260,2,1612,774,113427266,112188774,2198,1164,181372775,169306431,106042,48020,2996416920,2960112930,73.34,66.49,62.54,66.26,1.52,1.61,3.79,3.79
38574,18260,2,6865,3008,374729395,373616325,8413,3749,448698325,446935171,106042,48020,2996416920,2960112930,81.6,80.23,83.51,83.6,6.47,6.26,12.51,12.62
38574,18900,2,1141,549,56117781,55492125,8413,3749,448698325,446935171,56053,28151,1773673501,1763847584,13.56,14.64,12.51,12.42,2.04,1.95,3.16,3.15
38578,18900,2,177,97,1157418,1130462,177,97,1157418,1130462,56053,28151,1773673501,1763847584,100,100,100,100,.32,.34,.07,.06
38580,18260,2,1743,743,90490368,90490368,1743,743,90490368,90490368,106042,48020,2996416920,2960112930,100,100,100,100,1.64,1.55,3.02,3.06
38581,32660,2,3321,1505,140989191,138311492,4112,1928,260658614,257397718,39839,17821,1124144073,1120635730,80.76,78.06,54.09,53.73,8.34,8.45,12.54,12.34
38582,18260,2,1115,523,69038124,68424500,1426,792,134782070,119567428,106042,48020,2996416920,2960112930,78.19,66.04,51.22,57.23,1.05,1.09,2.3,2.31
38583,18260,2,212,90,35615205,35615205,23825,10734,938504192,927627767,106042,48020,2996416920,2960112930,.89,.84,3.79,3.84,.2,.19,1.19,1.2
38583,18900,2,1121,527,43477283,43477283,23825,10734,938504192,927627767,56053,28151,1773673501,1763847584,4.71,4.91,4.63,4.69,2,1.87,2.45,2.46
38588,18260,2,832,503,206681126,205352513,1011,607,239917305,238501258,106042,48020,2996416920,2960112930,82.29,82.87,86.15,86.1,.78,1.05,6.9,6.94
38589,18260,2,128,64,8530679,8530679,200,148,79509956,79509956,106042,48020,2996416920,2960112930,64,43.24,10.73,10.73,.12,.13,.28,.29
38601,37060,2,2371,1070,272004786,248866371,2371,1070,272004786,248866371,47351,22729,1759138693,1636116444,100,100,100,100,5.01,4.71,15.46,15.21
38606,37060,2,120,48,9823489,9823489,16127,6737,704683407,684715103,47351,22729,1759138693,1636116444,.74,.71,1.39,1.43,.25,.21,.56,.6
38611,32820,1,17202,6926,485934489,484419417,17202,6926,485934489,484419417,1316100,550896,12171451199,11856577553,100,100,100,100,1.31,1.26,3.99,4.09
38614,17260,2,20403,8172,623557351,621649569,20418,8179,644186045,642278263,26151,10792,1510357701,1430818231,99.93,99.91,96.8,96.79,78.02,75.72,41.29,43.45
38614,17380,2,15,7,20628694,20628694,20418,8179,644186045,642278263,34145,14070,2346056686,2270314566,.07,.09,3.2,3.21,.04,.05,.88,.91
38617,17260,2,734,337,151389912,144911094,734,337,151389912,144911094,26151,10792,1510357701,1430818231,100,100,100,100,2.81,3.12,10.02,10.13
38618,32820,1,12031,4805,508904004,494454309,12031,4805,508904004,494454309,1316100,550896,12171451199,11856577553,100,100,100,100,.91,.87,4.18,4.17
38619,32820,1,119,52,12157074,11977029,5004,2442,407461572,355944235,1316100,550896,12171451199,11856577553,2.38,2.13,2.98,3.36,.01,.01,.1,.1
38619,37060,2,1042,770,103701039,53152387,5004,2442,407461572,355944235,47351,22729,1759138693,1636116444,20.82,31.53,25.45,14.93,2.2,3.39,5.89,3.25
38626,17260,2,341,311,64458416,54016303,1353,713,431772616,417304151,26151,10792,1510357701,1430818231,25.2,43.62,14.93,12.94,1.3,2.88,4.27,3.78
